epoch_idx,stage,tau,sigma_schnakenberg,sigma_multiscale,sigma_neural
2732,W,0.083601,0.002545,0.006962,0.384902
2733,W,0.019643,0.002837,0.017589,0.362410
2734,W,0.002725,0.003306,0.010831,0.094616
2735,W,0.019344,0.001276,0.005642,0.252042
2736,W,0.025607,0.002820,0.008295,0.473339
2737,W,0.066868,0.001615,0.003353,0.198482
2738,W,0.038137,0.001128,0.004364,1.038871
2739,W,0.002622,0.000646,0.002664,0.236235
2740,W,0.006137,0.001924,0.013804,0.521561
2741,W,0.013635,0.001838,0.025830,0.241278
2742,W,0.035559,0.000914,0.007677,0.699032
2743,W,0.013414,0.000708,0.023874,0.345177
2744,W,0.004684,0.000917,0.008346,0.704854
2745,W,0.026137,0.000689,0.017316,1.091354
2746,W,0.002963,0.002352,0.027967,0.977839
2747,W,0.028016,0.000180,0.007680,0.459154
2748,W,0.007254,0.001979,0.009561,0.624467
2749,W,0.010015,0.000786,0.007440,1.170273
2750,W,0.012926,0.001530,0.003469,0.345644
2751,W,0.014542,0.000615,0.005638,0.801540
2752,W,0.014350,0.001253,0.003508,0.845936
2753,W,0.087549,0.001234,0.005553,0.593684
2754,W,0.024687,0.004917,0.009056,0.820845
2755,W,0.155771,0.004076,0.005002,0.549345
2756,W,0.018591,0.001798,0.009975,0.903288
2757,W,0.011731,0.000815,0.010686,0.741507
2758,W,0.016864,0.001070,0.034170,0.434347
2759,W,0.036167,0.001821,0.005069,0.274047
2760,W,0.209023,0.003421,0.007439,0.859315
2761,W,0.024511,0.000870,0.012043,0.955598
2762,W,0.010129,0.001351,0.009329,0.548469
2763,W,0.056076,0.003832,0.005709,0.594156
2764,W,0.024021,0.002486,0.010343,0.630052
2765,W,0.039781,0.002386,0.005637,0.570050
2766,W,0.007349,0.000666,0.010982,0.691873
2767,W,0.192899,0.005096,0.013571,0.289751
2768,W,0.029067,0.000747,0.013910,0.816933
2769,W,0.020286,0.004273,0.008108,0.058857
2770,W,0.029801,0.003314,0.006747,0.912093
2771,W,0.014436,0.000647,0.003922,1.168176
2772,W,0.015527,0.007598,0.011571,0.686560
2773,W,0.056461,0.003532,0.008448,0.731950
2774,W,0.015808,0.003423,0.007121,0.606059
2775,W,0.053595,0.000041,0.006346,0.329085
2776,W,0.015217,0.001093,0.005078,0.660670
2777,W,0.085882,0.000108,0.009518,0.808235
2778,W,0.007800,0.000167,0.004516,0.783331
2779,W,0.014096,0.000240,0.003757,0.878670
2780,W,0.050350,0.000313,0.002989,0.523459
2781,W,0.015667,0.000986,0.003702,0.525763
2782,W,0.033626,0.000306,0.004018,0.363954
2783,W,0.027129,0.000262,0.003921,0.922247
2784,W,0.035905,0.004040,0.007489,0.716953
2785,W,0.011074,0.001337,0.002087,0.948714
2786,W,0.036611,0.007030,0.008147,0.851760
2787,W,0.010540,0.008381,0.010167,0.641987
2788,W,0.019861,0.002049,0.005800,0.644559
2789,W,0.017347,0.001376,0.004265,1.194788
2790,W,0.016530,0.004967,0.009505,0.681126
2791,W,0.018943,0.008456,0.013209,0.549910
2792,W,0.046559,0.000477,0.003162,1.035318
2793,W,0.091585,0.001790,0.006786,0.782719
2794,W,0.016150,0.000316,0.009347,0.718238
2795,W,0.097076,0.001037,0.011419,0.742597
2796,W,0.012503,0.001609,0.010153,0.778879
2797,W,0.056799,0.001975,0.009559,0.557709
2798,W,0.043092,0.003368,0.011644,0.966298
2799,W,0.003794,0.004752,0.007568,0.443724
2800,W,0.025608,0.000950,0.031047,1.094900
2801,W,0.007607,0.001652,0.009209,0.802281
0,W,0.052440,0.001209,0.021724,0.411418
1,W,0.022077,0.001207,0.010284,1.365364
2,W,0.010106,0.000738,0.006496,0.588142
3,W,0.006041,0.000299,0.009403,0.514677
4,W,0.026347,0.001943,0.011623,0.356298
5,W,0.011205,0.002450,0.006096,0.482602
6,W,0.009404,0.000870,0.029666,1.282766
7,W,0.003615,0.000994,0.018092,0.330749
8,W,0.008083,0.000781,0.006178,0.488169
9,W,0.059882,0.000425,0.004048,0.579905
10,W,0.025325,0.000776,0.013682,0.811487
11,W,0.010244,0.001287,0.016523,0.447448
12,W,0.013277,0.001862,0.011261,0.877464
13,W,0.015256,0.001633,0.025873,0.659519
14,W,0.015821,0.000589,0.006105,0.810914
15,W,0.001943,0.000798,0.009285,0.415176
16,W,0.006736,0.003178,0.017148,0.551831
17,W,0.005892,0.001485,0.014252,0.630783
18,W,0.021619,0.000562,0.004796,1.118285
19,W,0.015371,0.000898,0.018308,0.419756
20,W,0.002747,0.000183,0.011987,0.640800
21,W,0.028570,0.002186,0.021767,0.442290
22,W,0.004132,0.003314,0.036677,0.439584
23,W,0.007268,0.005681,0.028263,0.228687
24,W,0.013978,0.004057,0.072103,0.755004
25,W,0.037484,0.004444,0.035986,0.428562
26,W,0.034466,0.001844,0.044606,0.329229
27,W,0.015808,0.000544,0.017621,0.578394
28,W,0.005074,0.002632,0.012621,0.547726
29,W,0.009740,0.000362,0.017491,0.144668
30,W,0.005152,0.002942,0.025542,1.108939
31,W,0.005689,0.001679,0.035404,0.562554
32,W,0.001642,0.005277,0.038857,0.551934
33,W,0.008098,0.002695,0.037661,0.356168
34,W,0.006865,0.002709,0.022746,0.862964
35,W,0.012200,0.005892,0.014593,0.133929
36,W,0.050592,0.000430,0.019207,0.539517
37,W,0.029115,0.001587,0.004826,0.602108
38,W,0.071058,0.002433,0.006805,0.286804
39,W,0.026308,0.000164,0.009786,0.446059
40,W,0.016068,0.001781,0.013365,0.700930
41,W,0.020308,0.000407,0.002905,0.289686
42,W,0.016915,0.000826,0.013876,0.242783
43,W,0.011905,0.005491,0.014655,0.476925
44,W,0.009930,0.002808,0.007706,1.419412
45,W,0.009672,0.000532,0.008329,0.777676
46,W,0.011586,0.002061,0.016667,0.255897
47,W,0.003185,0.000350,0.005618,0.282068
48,W,0.021639,0.000320,0.012128,0.867324
49,W,0.005605,0.001885,0.030144,1.387637
50,W,0.087336,0.002915,0.013376,0.813990
51,W,0.010352,0.000957,0.023787,0.782235
52,W,0.009034,0.001046,0.012059,0.173861
53,W,0.009850,0.001652,0.012052,0.314930
54,W,0.009108,0.001476,0.006897,0.626731
55,W,0.005104,0.007702,0.015482,0.217214
56,W,0.006145,0.001326,0.034968,0.102731
57,W,0.003438,0.003251,0.030339,0.235948
58,W,0.003439,0.000546,0.026456,0.537341
59,W,0.001113,0.004326,0.007969,0.368477
60,W,0.000900,0.001336,0.012466,0.824225
61,W,0.011723,0.000901,0.008613,0.339945
62,W,0.007837,0.000989,0.029918,0.411895
63,W,0.007381,0.001018,0.029853,0.481576
64,W,0.096084,0.000572,0.015504,0.290737
65,W,0.003518,0.000291,0.030603,0.377193
66,W,0.007743,0.002547,0.040618,0.319249
67,W,0.009833,0.000871,0.051090,0.048621
68,W,0.005091,0.000884,0.006699,0.274412
69,W,0.004887,0.002412,0.013187,0.782362
70,W,0.008464,0.000859,0.018760,0.206817
71,W,0.003219,0.001522,0.011340,0.434373
72,W,0.000950,0.003148,0.016372,0.101877
73,W,0.018778,0.000229,0.007404,0.207428
74,W,0.019714,0.001944,0.029221,0.764852
75,W,0.012633,0.002769,0.035053,0.690214
76,W,0.001214,0.002058,0.066349,0.417188
77,W,0.001220,0.003543,0.027370,0.374615
78,W,0.007982,0.002306,0.039776,0.346872
79,W,0.020722,0.003097,0.084617,0.413077
80,W,0.032890,0.001799,0.027972,0.596057
81,W,0.001296,0.000917,0.072980,0.119709
82,W,0.045702,0.000983,0.026086,0.272522
83,W,0.012858,0.000481,0.020454,0.235862
84,W,0.029730,0.006246,0.092092,0.535425
85,W,0.009420,0.001457,0.018293,0.454625
86,W,0.004466,0.002609,0.011187,0.305419
87,W,0.019142,0.001458,0.006644,0.411489
88,W,0.001747,0.003497,0.068767,0.816645
89,W,0.014956,0.002188,0.021361,0.619642
90,W,0.009710,0.004596,0.031860,0.532546
91,W,0.005878,0.000754,0.045528,0.341068
92,W,0.000800,0.001609,0.016843,0.315494
93,W,0.003320,0.004291,0.014352,0.227528
94,W,0.017731,0.002633,0.026973,0.417806
95,W,0.017758,0.001570,0.011236,0.747055
96,W,0.003352,0.000420,0.002220,0.763436
97,W,0.018220,0.002158,0.009503,1.270803
98,W,0.019998,0.001978,0.019919,0.864198
99,W,0.010438,0.003693,0.010814,0.780896
100,W,0.002696,0.002607,0.009704,0.512885
101,W,0.021648,0.000579,0.010534,0.553171
102,W,0.015453,0.000215,0.006599,0.661878
103,W,0.100041,0.002718,0.011899,0.666242
104,W,0.004644,0.001438,0.028151,0.713258
105,W,0.099163,0.004760,0.009041,1.248675
106,W,0.025702,0.002603,0.015345,0.465374
107,W,0.033699,0.000216,0.013478,0.546964
108,W,0.015986,0.001271,0.004093,0.429024
109,W,0.010251,0.000216,0.014746,0.892617
110,W,0.015894,0.003142,0.025881,0.643908
111,W,0.018864,0.002174,0.009409,0.352172
112,W,0.024484,0.000611,0.003451,0.871652
113,W,0.024995,0.001341,0.002415,0.989038
114,W,0.045056,0.001563,0.004212,1.046000
115,W,0.036163,0.001363,0.010244,0.518169
116,W,0.030665,0.001983,0.018118,0.823565
117,W,0.134182,0.001190,0.007304,0.865138
118,W,0.018885,0.001760,0.003883,0.827894
119,W,0.017636,0.000702,0.009232,0.491744
120,W,0.041309,0.002337,0.007939,1.075902
121,W,0.029271,0.001551,0.010632,1.109986
122,W,0.030565,0.002400,0.007796,0.756935
123,W,0.019859,0.001596,0.006205,1.014730
124,W,0.065417,0.000000,0.001966,0.833184
125,W,0.083382,0.001710,0.008794,0.562830
126,W,0.009435,0.000756,0.007014,0.976612
127,W,0.024542,0.002705,0.016168,0.446278
128,W,0.019614,0.000513,0.002124,0.462691
129,W,0.017012,0.000194,0.011526,0.846149
130,W,0.189511,0.000910,0.004656,0.609407
131,W,0.036993,0.000320,0.005443,1.001507
132,W,0.051553,0.001567,0.007946,0.568735
133,W,0.044435,0.003939,0.016307,0.611617
134,W,0.024375,0.001330,0.003475,0.587454
135,W,0.112099,0.001834,0.007553,0.699024
136,W,0.024008,0.002326,0.009016,0.646294
137,W,0.031035,0.001392,0.011739,0.147215
138,W,0.027043,0.000752,0.010577,0.754222
139,W,0.028586,0.001398,0.032156,0.720091
140,W,0.050018,0.001481,0.007113,0.868780
141,W,0.022065,0.000965,0.002879,1.225727
142,W,0.016585,0.002536,0.015089,0.398363
143,W,0.085272,0.002111,0.010330,1.582734
144,W,0.008039,0.000727,0.009047,0.185283
145,W,0.056522,0.000164,0.019240,0.620268
146,W,0.057039,0.001398,0.007695,0.743636
147,W,0.010633,0.000068,0.017345,1.255383
148,W,0.167430,0.001548,0.005086,0.954132
149,W,0.014094,0.001073,0.008910,1.384651
150,W,0.011660,0.000370,0.011081,0.520499
151,W,0.027882,0.002142,0.013137,0.292166
152,W,0.026772,0.006145,0.016569,0.623985
153,W,0.020011,0.001196,0.008396,0.821785
154,W,0.046475,0.002292,0.010490,0.710612
155,W,0.007149,0.001480,0.050119,1.014082
156,W,0.006072,0.001666,0.009941,0.498667
157,W,0.042220,0.002363,0.026705,0.487224
158,W,0.021222,0.004320,0.027885,0.454246
159,W,0.012373,0.000810,0.023881,0.239184
160,W,0.029085,0.000107,0.003249,0.285700
161,W,0.012735,0.001925,0.014009,0.796654
162,W,0.010121,0.001917,0.006314,0.742409
163,W,0.033108,0.000620,0.020288,0.745136
164,W,0.025819,0.000642,0.010524,0.279814
165,W,0.010758,0.000233,0.003709,0.758589
166,W,0.003708,0.000572,0.023129,0.622277
167,W,0.012453,0.000770,0.016505,1.430281
168,W,0.176831,0.004013,0.011711,0.723309
169,W,0.028714,0.003314,0.008378,0.411715
170,W,0.009353,0.002026,0.029509,0.286100
171,W,0.038827,0.001699,0.007858,0.219723
172,W,0.040946,0.001509,0.009068,0.451790
173,W,0.013698,0.001733,0.009123,0.398443
174,W,0.008803,0.003996,0.016596,0.508464
175,W,0.003005,0.001383,0.045900,1.054054
176,W,0.032568,0.000763,0.006678,0.161207
177,W,0.079911,0.000628,0.029747,0.330987
178,W,0.007089,0.002861,0.037655,0.374795
179,W,0.040586,0.002267,0.018362,0.589297
180,W,0.004455,0.001658,0.022040,0.335458
181,W,0.080268,0.002701,0.019601,0.316894
182,W,0.018927,0.002199,0.009316,0.447111
183,W,0.001650,0.001033,0.020642,0.388186
184,W,0.003818,0.000538,0.024433,0.806994
185,W,0.005898,0.000342,0.013978,0.567105
186,W,0.032341,0.001601,0.027019,0.528877
187,W,0.011728,0.000101,0.018663,0.771123
188,W,0.055778,0.001268,0.017276,1.039907
189,W,0.012947,0.002463,0.015920,0.066807
190,W,0.009444,0.000767,0.004110,0.608307
191,W,0.007598,0.003522,0.008553,0.581448
192,W,0.015392,0.002468,0.011478,0.549863
193,W,0.001471,0.001048,0.010469,0.325067
194,W,0.006193,0.001081,0.006822,0.374701
195,W,0.002790,0.000870,0.006978,0.390159
196,W,0.434601,0.005109,0.011305,0.528864
197,W,0.022906,0.000092,0.007836,0.737429
198,W,0.015593,0.000659,0.018817,0.719725
199,W,0.003938,0.002085,0.007644,0.766737
200,W,0.129742,0.001941,0.005120,0.397806
201,W,0.008809,0.002801,0.004143,0.663490
202,W,0.441035,0.000156,0.005091,0.809530
203,W,0.039675,0.000248,0.002726,0.415572
204,W,0.013308,0.001871,0.008064,0.702490
205,W,0.015250,0.003391,0.010492,0.254299
206,W,0.089257,0.002037,0.008166,0.622460
207,W,0.193854,0.000262,0.008715,0.713791
208,W,0.009397,0.000521,0.004138,0.378808
209,W,0.021160,0.001407,0.003692,0.219178
210,W,0.038164,0.000601,0.012774,0.404267
211,W,0.097843,0.002048,0.008233,0.356022
212,W,0.006328,0.001337,0.003852,0.549043
213,W,0.003606,0.000103,0.003429,0.362342
214,W,0.381214,0.000210,0.003030,0.194760
215,W,0.003647,0.002593,0.005551,0.083404
216,W,0.006014,0.000953,0.008302,0.285392
217,W,0.092962,0.000967,0.005863,0.533638
218,W,0.010829,0.002497,0.005860,1.112390
219,W,0.050421,0.001242,0.008210,0.300373
220,W,0.012013,0.003394,0.039314,0.611924
221,W,0.036161,0.004264,0.019745,0.531072
222,W,0.007822,0.001209,0.012493,1.092383
223,W,0.019731,0.002473,0.005911,0.604923
224,W,0.004429,0.003561,0.030032,0.275229
225,W,0.005117,0.001956,0.009078,0.563382
226,W,0.004300,0.004403,0.040022,0.513186
227,W,0.004585,0.000200,0.006987,0.686808
228,W,0.006897,0.001236,0.034838,0.579440
229,W,0.007382,0.001441,0.010840,0.564264
230,W,0.026275,0.000111,0.007340,0.978347
231,W,0.072481,0.004284,0.014512,0.590767
232,W,0.078383,0.001266,0.013036,1.014479
233,W,0.008143,0.000801,0.011693,0.799901
234,W,0.024769,0.000736,0.003277,1.069347
235,W,0.021667,0.000208,0.031809,0.710019
236,W,0.004184,0.000581,0.013375,0.490386
237,W,0.020698,0.001874,0.008208,0.735674
238,W,0.008099,0.002618,0.011934,0.443516
239,W,0.004846,0.001288,0.007834,0.757862
240,W,0.004628,0.000627,0.020570,0.647403
241,W,0.005968,0.001795,0.008773,0.442850
242,W,0.009487,0.000977,0.029733,0.740386
243,W,0.017751,0.000921,0.010892,0.908713
244,W,0.019528,0.001407,0.019339,0.364355
245,W,0.042019,0.004069,0.027328,1.089347
246,W,0.005352,0.002086,0.011541,0.475476
247,W,0.015588,0.001473,0.014290,0.661251
248,W,0.023194,0.001687,0.013575,0.590826
249,W,0.058723,0.001826,0.022037,0.309361
250,W,0.044844,0.004427,0.008990,0.704055
251,W,0.010916,0.001732,0.004404,1.294819
252,W,0.009881,0.002369,0.009848,0.644897
253,W,0.002050,0.000738,0.021544,0.505547
254,W,0.025949,0.002405,0.005969,0.948968
255,W,0.039032,0.005651,0.012116,0.767342
256,W,0.021069,0.002009,0.005044,0.792533
257,W,0.206289,0.003179,0.011875,0.483945
258,W,0.039427,0.000985,0.002636,0.322768
259,W,0.011197,0.001739,0.027505,0.983207
260,W,0.054053,0.000771,0.003444,0.888249
261,W,0.004140,0.001885,0.007729,0.607441
262,W,0.007318,0.001146,0.002968,0.235847
263,W,0.097959,0.000301,0.009513,0.227360
264,W,0.006698,0.000352,0.004988,0.724318
265,W,0.011143,0.000548,0.013018,0.347353
266,W,0.008013,0.003799,0.013311,0.418226
267,W,0.007762,0.003023,0.013995,0.492923
268,W,0.001968,0.000279,0.013443,0.629323
269,W,0.069747,0.003575,0.016180,0.873497
270,W,0.031852,0.000952,0.004737,0.545144
271,W,0.001357,0.002735,0.017056,0.660021
272,W,0.011196,0.004616,0.027256,0.271216
273,W,0.004950,0.002466,0.011050,0.793275
274,W,0.103724,0.002400,0.021884,0.807163
275,W,0.001862,0.002396,0.010522,0.455279
276,W,0.011447,0.001009,0.006513,0.489775
277,W,0.004278,0.001691,0.016240,1.139849
278,W,0.003631,0.002800,0.020462,0.832862
279,W,0.086867,0.000566,0.037632,0.568886
280,W,0.016296,0.000122,0.007402,0.449032
281,W,0.008706,0.002165,0.008920,0.603254
282,W,0.040350,0.002728,0.006759,0.354535
283,W,0.033824,0.004752,0.012777,0.738214
284,W,0.011420,0.000570,0.005628,0.125176
285,W,0.007319,0.000702,0.002985,0.195602
286,W,0.013201,0.002833,0.009980,0.388800
287,W,0.024463,0.000396,0.008413,0.522188
288,W,0.041853,0.000698,0.010936,0.353719
289,W,0.034236,0.001568,0.019777,0.218174
290,W,0.047083,0.000789,0.006751,0.378968
291,W,0.024550,0.001323,0.010228,0.591585
292,W,0.015609,0.000215,0.027487,0.890897
293,W,0.047747,0.000477,0.010000,0.697419
294,W,0.049086,0.001716,0.005052,0.973074
295,W,0.011104,0.001753,0.007057,0.218380
296,W,0.027790,0.002218,0.011804,0.761898
297,W,0.006692,0.000202,0.002503,0.641024
298,W,0.010393,0.000713,0.009491,0.344161
299,W,0.013112,0.001096,0.008888,0.334554
300,W,0.005785,0.003264,0.013589,0.278096
301,W,0.019330,0.001369,0.008642,0.505090
302,W,0.012674,0.000928,0.014882,0.428310
303,W,0.014357,0.000214,0.010236,0.711585
304,W,0.065813,0.002822,0.006690,1.108084
305,W,0.015005,0.001579,0.007248,0.808774
306,W,0.015643,0.003511,0.018715,0.626285
307,W,0.171404,0.000658,0.020200,0.342705
308,W,0.013636,0.001710,0.009721,0.319960
309,W,0.178669,0.001787,0.012867,0.519857
310,W,0.071294,0.000692,0.004750,0.551243
311,W,0.039491,0.000905,0.008963,0.742736
312,W,0.005066,0.002948,0.014602,0.430143
313,W,0.018073,0.001150,0.003897,0.435840
314,W,0.017671,0.000911,0.004312,0.787274
315,W,0.007006,0.004240,0.098456,1.057930
316,W,0.014654,0.005193,0.013910,0.374692
317,W,0.014571,0.001407,0.008753,0.140764
318,W,0.098859,0.005681,0.006427,0.674328
319,W,0.011456,0.001121,0.011376,0.602613
320,W,0.173446,0.001666,0.008290,0.502428
321,W,0.017646,0.001599,0.007591,0.216906
322,W,0.027814,0.000828,0.008167,0.735807
323,W,0.011102,0.004075,0.013335,0.859193
324,W,0.038472,0.002196,0.019255,0.460257
325,W,0.130489,0.003783,0.007059,0.672145
326,W,0.009165,0.002016,0.003636,0.643202
327,W,0.098624,0.003435,0.009875,0.400773
328,W,0.023202,0.000312,0.004775,0.371763
329,W,0.014109,0.002391,0.008368,0.535820
330,W,0.006615,0.001892,0.004958,0.301355
331,W,0.012413,0.001872,0.012020,0.255629
332,W,0.063819,0.005019,0.009500,0.489175
333,W,0.132299,0.002403,0.018800,0.430677
334,W,0.081641,0.001937,0.009289,0.712275
335,W,0.007014,0.002503,0.009327,0.419250
336,W,0.028981,0.000251,0.006985,0.973327
337,W,0.005973,0.000970,0.002772,0.765161
338,W,0.005066,0.007106,0.011563,0.797815
339,W,0.033208,0.001353,0.006560,0.690842
340,W,0.015638,0.001744,0.010554,0.690387
341,W,0.074114,0.003821,0.007218,0.722272
342,W,0.074576,0.000545,0.003718,0.418797
343,W,0.047567,0.000420,0.007258,0.604161
344,W,0.023820,0.004553,0.012769,0.671055
345,W,0.055043,0.000782,0.008374,0.967892
346,W,0.015313,0.006359,0.017043,1.081759
347,W,0.044602,0.000543,0.007768,0.707698
348,W,0.032672,0.000559,0.002516,0.430746
349,W,0.046547,0.000648,0.015043,0.827672
350,W,0.034574,0.004143,0.025417,0.533250
351,W,0.020048,0.005154,0.006230,0.467680
352,W,0.014477,0.003254,0.013502,0.982764
353,W,0.012280,0.001795,0.003664,0.679140
354,W,0.043014,0.003381,0.006604,1.050836
355,W,0.080633,0.002253,0.011391,0.282341
356,W,0.043486,0.002696,0.019037,0.610755
357,W,0.011408,0.001241,0.017696,0.526447
358,W,0.133059,0.002701,0.025241,0.731780
359,W,0.026559,0.000556,0.007212,0.671540
360,W,0.049741,0.002767,0.007387,0.912523
361,W,0.071637,0.002160,0.005589,0.799810
362,W,0.014162,0.000056,0.004582,0.955299
363,W,0.019853,0.002055,0.008344,0.640076
364,W,0.029648,0.000497,0.006945,0.660169
365,W,0.142811,0.000613,0.002359,1.523585
366,W,0.094565,0.006154,0.010586,0.648949
367,W,0.053904,0.000370,0.016859,0.426968
368,W,0.026550,0.001347,0.006224,0.830824
369,W,0.028752,0.000688,0.012105,0.673945
370,W,0.018595,0.005421,0.014543,0.768783
371,W,0.023617,0.003921,0.013877,0.566281
372,W,0.032540,0.000413,0.004584,0.483113
373,W,0.013134,0.003236,0.005654,0.460492
374,W,0.026746,0.001525,0.005821,0.872092
375,W,0.034290,0.001439,0.021196,0.593309
376,W,0.062200,0.001413,0.011015,0.534133
377,W,0.010747,0.000856,0.008191,1.725989
378,W,0.023866,0.005431,0.012186,1.015071
379,W,0.030357,0.000493,0.006853,0.726650
380,W,0.022376,0.000710,0.007965,1.177040
381,W,0.022687,0.003977,0.013252,0.748163
382,W,0.050157,0.001117,0.011481,0.788795
383,W,0.025586,0.000909,0.013503,0.687683
384,W,0.010354,0.001837,0.007189,0.734088
385,W,0.018290,0.000684,0.006553,0.576004
386,W,0.010689,0.004789,0.012037,0.440695
387,W,0.011204,0.000190,0.014162,0.673307
388,W,0.011535,0.005439,0.008800,1.260463
389,W,0.025090,0.000278,0.008127,0.879156
390,W,0.189294,0.003599,0.015004,0.446240
391,W,0.057475,0.000050,0.010862,0.855250
392,W,0.031475,0.002974,0.051774,0.780699
393,W,0.026482,0.000725,0.005064,0.659974
394,W,0.048908,0.001163,0.020259,0.497535
395,W,0.046339,0.000628,0.009000,1.022010
396,W,0.020258,0.001162,0.006812,0.467052
397,W,0.009833,0.000162,0.003975,0.729128
398,W,0.017311,0.000608,0.014434,0.791656
399,W,0.081411,0.002357,0.018263,0.508491
400,W,0.008934,0.002555,0.008671,0.159053
401,W,0.009447,0.006245,0.018831,0.289227
402,W,0.017360,0.002849,0.006917,0.291534
403,W,0.038490,0.001897,0.019242,0.227590
404,W,0.025615,0.002869,0.010720,0.340005
405,W,0.010420,0.002125,0.017429,0.742208
406,W,0.062008,0.000356,0.007147,0.262725
407,W,0.009813,0.002817,0.013665,0.682430
408,W,0.010869,0.000621,0.009326,0.462273
409,W,0.021054,0.002574,0.005656,0.156342
410,W,0.001218,0.001986,0.011340,0.327319
411,W,0.042785,0.002900,0.031357,0.834518
412,W,0.040820,0.002252,0.018113,0.180673
413,W,0.014543,0.001415,0.009574,0.691523
414,W,0.006458,0.000502,0.017649,0.549313
415,W,0.013060,0.001019,0.040973,0.326954
416,W,0.020158,0.000947,0.019258,0.852212
417,W,0.027666,0.001736,0.005954,0.308848
418,W,0.039726,0.000356,0.009626,0.943100
419,W,0.013791,0.003648,0.021412,0.612451
420,W,0.047876,0.001715,0.007276,0.265488
421,W,0.046897,0.001965,0.007538,0.485327
422,W,0.066291,0.002501,0.030707,0.641241
423,W,0.022920,0.000814,0.049644,0.463887
424,W,0.010922,0.001263,0.044759,0.294394
425,W,0.016898,0.000922,0.011497,1.251155
426,W,0.071533,0.000151,0.004784,0.688211
427,W,0.010210,0.000819,0.014328,0.400682
428,W,0.003097,0.005660,0.010164,0.214993
429,W,0.008073,0.002584,0.008462,0.875406
430,W,0.079605,0.001236,0.008746,0.357761
431,W,0.016597,0.000837,0.015160,0.738512
432,W,0.012313,0.000482,0.007614,0.411262
433,W,0.048681,0.000465,0.009529,0.410048
434,W,0.003844,0.009152,0.053046,0.487252
435,W,0.006481,0.002957,0.008665,0.163323
436,W,0.050805,0.001061,0.010487,0.640705
437,W,0.044175,0.000901,0.003766,0.295228
438,W,0.042523,0.002755,0.005641,0.465965
439,W,0.005618,0.001146,0.019532,0.366900
440,W,0.061707,0.002736,0.021530,0.474146
441,W,0.011744,0.002878,0.005573,0.989330
442,W,0.030750,0.002100,0.002781,0.218232
443,W,0.040129,0.004072,0.004945,0.525389
444,W,0.019969,0.001150,0.012936,0.756107
445,W,0.027629,0.001114,0.018941,0.477225
446,W,0.007364,0.001116,0.013851,0.644528
447,W,0.164323,0.000261,0.005273,0.514446
448,W,0.016012,0.000981,0.011459,0.851135
449,W,0.059274,0.003199,0.007750,0.776989
450,W,0.032849,0.001430,0.004877,0.665805
451,W,0.034979,0.002665,0.009301,0.755583
452,W,0.014761,0.000635,0.005222,1.070552
453,W,0.169373,0.003707,0.028066,0.520564
454,W,0.018754,0.000932,0.003663,0.923310
455,W,0.009334,0.001384,0.011198,0.724663
456,W,0.022801,0.001959,0.027396,0.999946
457,W,0.037661,0.001925,0.005351,0.655170
458,W,0.009439,0.000161,0.007110,0.412192
459,W,0.019376,0.002503,0.011019,2.087293
460,W,0.071803,0.003273,0.013623,0.682536
461,W,0.009939,0.000041,0.017033,0.488877
462,W,0.009566,0.000440,0.003406,0.616800
463,W,0.009679,0.006640,0.016048,0.597736
464,W,0.052679,0.004773,0.017348,0.478332
465,W,0.005729,0.001226,0.017088,0.585509
466,W,0.041765,0.000523,0.013888,0.960953
467,W,0.010715,0.001244,0.012028,0.650979
468,W,0.017082,0.002726,0.009476,0.383220
469,W,0.122310,0.000995,0.008177,0.781230
470,W,0.009240,0.000864,0.011320,0.906395
471,W,0.051472,0.000341,0.007599,0.663089
472,W,0.011623,0.001432,0.003616,1.090477
473,W,0.043396,0.002701,0.020082,0.538549
474,W,0.035366,0.001647,0.012259,0.621916
475,W,0.071999,0.001608,0.007628,1.241806
476,W,0.035274,0.003176,0.020043,0.324754
477,W,0.004390,0.000385,0.012475,0.999770
478,W,0.019912,0.001280,0.005228,0.358074
479,W,0.006138,0.001367,0.018825,0.504597
480,W,0.012029,0.000555,0.006644,0.450511
481,W,0.032591,0.003980,0.020965,0.502030
482,W,0.043928,0.000793,0.007738,0.634569
483,W,0.079277,0.001319,0.010950,0.402456
484,W,0.009934,0.000071,0.009937,0.779923
485,W,0.014441,0.001684,0.006368,0.746202
486,W,0.022212,0.000355,0.005121,0.764316
487,W,0.009887,0.000215,0.016541,1.003426
488,W,0.016291,0.002633,0.014788,1.072783
489,W,0.010007,0.001355,0.020083,0.611116
490,W,0.071768,0.000242,0.006995,0.387955
491,W,0.014057,0.000922,0.017544,1.233134
492,W,0.070745,0.003157,0.005952,1.010393
493,W,0.016665,0.003390,0.008356,1.098731
494,W,0.005203,0.002550,0.004827,0.769333
495,W,0.002689,0.000294,0.010064,0.535288
496,W,0.005938,0.002297,0.007747,0.451190
497,W,0.006947,0.003715,0.010702,1.147685
498,W,0.019178,0.002722,0.015093,0.580540
499,W,0.007988,0.001191,0.007031,0.558964
500,W,0.001598,0.006501,0.020995,0.607811
501,W,0.251824,0.000341,0.010681,1.240355
502,W,0.044219,0.001055,0.005627,0.672669
503,W,0.002859,0.002283,0.006554,0.947312
504,W,0.003954,0.003993,0.013496,0.655907
505,W,0.010452,0.000873,0.019588,0.437322
506,W,0.016668,0.000885,0.017149,0.968071
507,W,0.050697,0.000765,0.017712,0.572377
